Tiềnvào(VND),Tiềnra(VND),Sốdư,Chúthích
0,1,402458, 
0,1,402457, 
0,1,402456, 
0,1,402455, 
0,1,402454, 
0,1,402453, 
0,1,402452, 
0,1,402451, 
0,1,402450, 
0,1,402449, 
0,1,402448, 
0,1,402447, 
0,1,402446, 
0,1,402445, 
0,1,402444, 
0,1,402443, 
0,1,402442, 
0,1,402441, 
0,1,402440, 
0,1,402439, 
0,1,402438, 
0,1,402437, 
0,1,402436, 
0,1,402435, 
0,1,402434, 
0,1,402433, 
0,1,402432, 
0,1,402431, 
0,1,402430, 
0,1,402429, 
0,1,402428, 
0,1,402427, 
0,1,402426, 
0,1,402425, 
0,1,402424, 
0,1,402423, 
0,1,402422, 
0,1,402421, 
0,1,402420, 
0,1,402419, 
0,1,402418, 
0,1,402417, 
0,1,402416, 
0,1,402415, 
0,1,402414, 
0,1,402413, 
0,1,402412, 
0,1,402411, 
0,1,402410, 
0,1,402409, 
0,1,402408, 
0,1,402407, 
0,1,402406, 
0,1,402405, 
0,1,402404, 
0,1,402403, 
0,1,402402, 
0,1,402401, 
0,1,402400, 
0,1,402399, 
0,1,402398, 
0,1,402397, 
0,1,402396, 
0,1,402395, 
0,1,402394, 
0,1,402393, 
0,1,402392, 
0,1,402391, 
0,1,402390, 
0,1,402389, 
0,1,402388, 
0,1,402387, 
0,1,402386, 
0,1,402385, 
0,1,402381, 
0,1,402384, 
0,1,402383, 
0,1,402382, 
0,1,402380, 
0,1,402379, 
0,1,402378, 
0,1,402377, 
0,1,402376, 
0,1,402375, 
0,1,402374, 
0,1,402373, 
0,1,402372, 
0,1,402371, 
0,1,402370, 
0,1,402369, 
0,1,402368, 
0,1,402367, 
0,1,402366, 
0,1,402365, 
0,1,402364, 
0,1,402363, 
0,1,402362, 
0,1,402361, 
0,1,402360, 
0,1,402359, 
0,1,402358, 
0,1,402357, 
0,1,402356, 
0,1,402355, 
0,1,402354, 
0,1,402353, 
0,1,402352, 
0,1,402351, 
0,1,402350, 
0,1,402349, 
0,1,402348, 
0,1,402347, 
0,1,402346, 
0,1,402345, 
0,1,402344, 
0,1,402343, 
0,1,402342, 
0,1,402341, 
0,1,402340, 
0,1,402339, 
0,1,402338, 
0,1,402337, 
0,1,402336, 
0,1,402335, 
0,1,402334, 
0,1,402332, 
0,1,402333, 
0,1,402331, 
0,1,402330, 
0,1,402329, 
0,1,402328, 
0,1,402327, 
0,1,402326, 
0,1,402325, 
0,1,402324, 
0,1,402323, 
0,1,402322, 
0,1,402321, 
0,1,402320, 
0,1,402319, 
0,1,402318, 
0,1,402317, 
0,1,402316, 
0,1,402315, 
0,1,402314, 
0,1,402313, 
0,1,402312, 
0,1,402311, 
0,1,402310, 
0,1,402309, 
0,1,402308, 
0,1,402307, 
0,1,402306, 
0,1,402305, 
0,1,402304, 
0,1,402303, 
0,1,402302, 
0,1,402301, 
0,1,402300, 
0,1,402299, 
0,1,402298, 
0,1,402297, 
0,1,402296, 
0,1,402295, 
0,1,402294, 
0,1,402293, 
0,1,402292, 
0,1,402291, 
0,1,402290, 
0,1,402289, 
0,1,402288, 
0,1,402287, 
0,1,402286, 
0,1,402285, 
0,1,402284, 
0,1,402283, 
0,1,402282, 
0,1,402281, 
0,1,402280, 
0,1,402279, 
0,1,402278, 
0,1,402277, 
0,1,402276, 
0,1,402275, 
0,1,402274, 
0,1,402273, 
0,1,402272, 
0,1,402271, 
0,1,402270, 
0,1,402269, 
0,1,402268, 
0,1,402267, 
0,1,402266, 
0,1,402265, 
0,1,402264, 
0,1,402263, 
0,1,402262, 
0,1,402261, 
0,1,402260, 
0,1,402259, 
0,1,402258, 
0,1,402257, 
0,1,402256, 
0,1,402255, 
0,1,402254, 
0,1,402253, 
0,1,402252, 
0,1,402251, 
0,1,402250, 
0,1,402249, 
0,1,402248, 
0,1,402247, 
0,1,402246, 
0,1,402245, 
0,1,402244, 
0,1,402243, 
0,1,402242, 
0,1,402241, 
0,1,402240, 
0,1,402239, 
0,1,402238, 
0,1,402237, 
0,1,402236, 
0,1,402235, 
0,1,402234, 
0,1,402233, 
0,1,402232, 
0,1,402231, 
0,1,402230, 
0,1,402229, 
0,1,402228, 
0,1,402227, 
0,1,402226, 
0,1,402225, 
0,1,402224, 
0,1,402223, 
0,1,402222, 
0,1,402221, 
0,1,402220, 
0,1,402219, 
0,1,402218, 
0,1,402217, 
0,1,402216, 
0,1,402215, 
0,1,402214, 
0,1,402213, 
0,1,402212, 
0,1,402211, 
0,1,402210, 
0,1,402209, 
0,1,402208, 
0,1,402207, 
0,1,402206, 
0,1,402205, 
0,1,402204, 
0,1,402203, 
0,1,402202, 
0,1,402201, 
0,1,402200, 
0,1,402199, 
0,1,402198, 
0,1,402197, 
0,1,402196, 
0,1,402195, 
0,1,402194, 
0,1,402193, 
0,1,402192, 
0,1,402191, 
0,1,402190, 
0,1,402189, 
0,1,402188, 
0,1,402187, 
0,1,402186, 
0,1,402185, 
0,1,402184, 
0,1,402183, 
0,1,402182, 
0,1,402181, 
0,1,402180, 
0,1,402179, 
0,1,402178, 
0,1,402177, 
0,1,402176, 
0,1,402175, 
0,1,402174, 
0,1,402173, 
0,1,402172, 
0,1,402171, 
0,1,402170, 
0,1,402169, 
0,1,402168, 
0,1,402167, 
0,1,402166, 
0,1,402165, 
0,1,402164, 
0,1,402163, 
0,1,402162, 
0,1,402161, 
0,1,402160, 
0,1,402159, 
0,1,402158, 
0,1,402157, 
0,1,402156, 
0,1,402155, 
0,1,402154, 
0,1,402153, 
0,1,402152, 
0,1,402151, 
0,1,402150, 
0,1,402149, 
0,1,402148, 
0,1,402147, 
0,1,402146, 
0,1,402145, 
0,1,402144, 
0,1,402143, 
0,1,402142, 
0,1,402141, 
0,1,402140, 
0,1,402139, 
0,1,402138, 
0,1,402137, 
0,1,402136, 
0,1,402135, 
0,1,402134, 
0,1,402133, 
0,1,402132, 
0,1,402131, 
0,1,402130, 
0,1,402129, 
0,1,402128, 
0,1,402126, 
0,1,402127, 
0,1,402125, 
0,1,402124, 
0,1,402123, 
0,1,402122, 
0,1,402121, 
0,1,402120, 
0,1,402119, 
0,1,402118, 
0,1,402117, 
0,1,402116, 
0,1,402115, 
0,1,402114, 
0,1,402113, 
0,1,402112, 
0,1,402111, 
0,1,402110, 
0,1,402109, 
0,1,402108, 
0,1,402107, 
0,1,402106, 
0,1,402105, 
0,1,402104, 
0,1,402103, 
0,1,402102, 
0,1,402101, 
0,1,402100, 
0,1,402099, 
0,1,402098, 
0,1,402097, 
0,1,402096, 
0,1,402095, 
0,1,402094, 
0,1,402093, 
0,1,402092, 
0,1,402091, 
0,1,402090, 
0,1,402089, 
0,1,402088, 
0,1,402087, 
0,1,402086, 
0,1,402085, 
0,1,402084, 
0,1,402083, 
0,1,402082, 
0,1,402081, 
0,1,402080, 
0,1,402079, 
0,1,402078, 
0,1,402077, 
0,1,402076, 
0,1,402075, 
0,1,402074, 
0,1,402073, 
0,1,402072, 
0,1,402071, 
0,1,402070, 
0,1,402069, 
0,1,402068, 
0,1,402067, 
0,1,402066, 
0,1,402065, 
0,1,402064, 
0,1,402063, 
0,1,402062, 
0,1,402061, 
0,1,402060, 
0,1,402059, 
0,1,402058, 
0,1,402057, 
0,1,402056, 
0,1,402055, 
0,1,402054, 
0,1,402053, 
0,1,402052, 
0,1,402051, 
0,1,402050, 
0,1,402049, 
0,1,402048, 
0,1,402047, 
0,1,402046, 
0,1,402045, 
0,1,402044, 
0,1,402043, 
0,1,402042, 
0,1,402041, 
0,1,402040, 
0,1,402039, 
0,1,402038, 
0,1,402037, 
0,1,402036, 
0,1,402035, 
0,1,402034, 
0,1,402033, 
0,1,402032, 
0,1,402031, 
0,1,402030, 
0,1,402029, 
0,1,402028, 
0,1,402027, 
0,1,402026, 
0,1,402025, 
0,1,402024, 
0,1,402023, 
0,1,402022, 
0,1,402021, 
0,1,402020, 
0,1,402019, 
0,1,402018, 
0,1,402017, 
0,1,402016, 
0,1,402015, 
0,1,402014, 
0,1,402013, 
0,1,402012, 
0,1,402011, 
0,1,402010, 
0,1,402009, 
0,1,402008, 
0,1,402007, 
0,1,402006, 
0,1,402005, 
0,1,402004, 
0,1,402003, 
0,1,402002, 
0,1,402001, 
0,1,402000, 
0,1,401999, 
0,1,401998, 
0,1,401997, 
0,1,401996, 
0,1,401995, 
0,1,401994, 
0,1,401993, 
0,1,401992, 
0,1,401991, 
0,1,401990, 
0,1,401989, 
0,1,401988, 
0,1,401987, 
0,1,401986, 
0,1,401985, 
0,1,401984, 
0,1,401983, 
0,1,401982, 
0,1,401981, 
0,1,401980, 
0,1,401979, 
0,1,401978, 
0,1,401977, 
0,1,401976, 
0,1,401975, 
0,1,401974, 
0,1,401973, 
0,1,401972, 
0,1,401971, 
0,1,401970, 
0,1,401969, 
0,1,401968, 
0,1,401967, 
0,1,401966, 
0,1,401965, 
0,1,401964, 
0,1,401963, 
0,1,401962, 
0,1,401961, 
0,1,401960, 
0,1,401959, 
0,1,401958, 
0,1,401957, 
0,1,401956, 
0,1,401955, 
0,1,401954, 
0,1,401953, 
0,1,401952, 
0,1,401951, 
0,1,401950, 
0,1,401949, 
0,1,401948, 
0,1,401947, 
0,1,401946, 
0,1,401945, 
0,1,401944, 
0,1,401943, 
0,1,401942, 
0,1,401941, 
0,1,401940, 
0,1,401939, 
0,1,401938, 
0,1,401937, 
0,1,401936, 
0,1,401935, 
0,1,401934, 
0,1,401933, 
0,1,401932, 
0,1,401931, 
0,1,401930, 
0,1,401929, 
0,1,401928, 
0,1,401927, 
0,1,401926, 
0,1,401925, 
0,1,401924, 
0,1,401923, 
0,1,401922, 
0,1,401921, 
0,1,401920, 
0,1,401919, 
0,1,401918, 
0,1,401917, 
0,1,401916, 
0,1,401915, 
0,1,401914, 
0,1,401913, 
0,1,401912, 
0,1,401911, 
0,1,401910, 
0,1,401909, 
0,1,401908, 
0,1,401907, 
0,1,401906, 
0,1,401905, 
0,1,401904, 
0,1,401903, 
0,1,401902, 
0,1,401901, 
0,1,401900, 
0,1,401899, 
0,1,401898, 
0,1,401897, 
0,1,401896, 
0,1,401895, 
0,1,401894, 
0,1,401893, 
0,1,401892, 
0,1,401891, 
0,1,401890, 
0,1,401889, 
0,1,401888, 
0,1,401887, 
0,1,401886, 
0,1,401885, 
0,1,401884, 
0,1,401883, 
0,1,401882, 
0,1,401881, 
0,1,401880, 
0,1,401879, 
0,1,401878, 
0,1,401877, 
0,1,401876, 
0,1,401875, 
0,1,401874, 
0,1,401873, 
0,1,401872, 
0,1,401871, 
0,1,401870, 
0,1,401869, 
0,1,401868, 
0,1,401867, 
0,1,401866, 
0,1,401865, 
0,1,401864, 
0,1,401863, 
0,1,401862, 
0,1,401861, 
0,1,401860, 
0,1,401859, 
0,1,401858, 
0,1,401857, 
0,1,401856, 
0,1,401855, 
0,1,401854, 
0,1,401853, 
0,1,401852, 
0,1,401851, 
0,1,401850, 
0,1,401849, 
0,1,401848, 
0,1,401847, 
0,1,401846, 
0,1,401845, 
0,1,401844, 
0,1,401843, 
0,1,401842, 
0,1,401841, 
0,1,401840, 
0,1,401839, 
0,1,401838, 
0,1,401837, 
0,1,401836, 
0,1,401835, 
0,1,401834, 
0,1,401833, 
0,1,401832, 
0,1,401831, 
0,1,401830, 
0,1,401829, 
0,1,401828, 
0,1,401827, 
0,1,401826, 
0,1,401825, 
0,1,401824, 
0,1,401823, 
0,1,401822, 
0,1,401821, 
0,1,401820, 
0,1,401819, 
0,1,401818, 
0,1,401817, 
0,1,401816, 
0,1,401815, 
0,1,401814, 
0,1,401813, 
0,1,401812, 
0,1,401811, 
0,1,401810, 
0,1,401809, 
0,1,401808, 
0,1,401807, 
0,1,401806, 
0,1,401805, 
0,1,401804, 
0,1,401803, 
0,1,401801, 
0,1,401802, 
0,1,401800, 
0,1,401799, 
0,1,401798, 
0,1,401797, 
0,1,401796, 
0,1,401795, 
0,1,401794, 
0,1,401793, 
0,1,401792, 
0,1,401791, 
0,1,401790, 
0,1,401789, 
0,1,401788, 
0,1,401787, 
0,1,401786, 
0,1,401785, 
0,1,401784, 
0,1,401783, 
0,1,401782, 
0,1,401781, 
0,1,401780, 
0,1,401779, 
0,1,401778, 
0,1,401777, 
0,1,401776, 
0,1,401775, 
0,1,401774, 
0,1,401773, 
0,1,401772, 
0,1,401771, 
0,1,401770, 
0,1,401769, 
0,1,401768, 
0,1,401767, 
0,1,401766, 
0,1,401765, 
0,1,401764, 
0,1,401763, 
0,1,401762, 
0,1,401761, 
0,1,401760, 
0,1,401759, 
0,1,401758, 
0,1,401757, 
0,1,401756, 
0,1,401755, 
0,1,401754, 
0,1,401753, 
0,1,401752, 
0,1,401751, 
0,1,401750, 
0,1,401749, 
0,1,401748, 
0,1,401747, 
0,1,401746, 
0,1,401745, 
0,1,401744, 
0,1,401743, 
0,1,401742, 
0,1,401741, 
0,1,401740, 
0,1,401739, 
0,1,401738, 
0,1,401737, 
0,1,401736, 
0,1,401735, 
0,1,401734, 
0,1,401733, 
0,1,401732, 
0,1,401731, 
0,1,401730, 
0,1,401729, 
0,1,401728, 
0,1,401727, 
0,1,401726, 
0,1,401725, 
0,1,401724, 
0,1,401723, 
0,1,401722, 
0,1,401721, 
0,1,401719, 
0,1,401720, 
0,1,401718, 
0,1,401717, 
0,1,401716, 
0,1,401715, 
0,1,401714, 
0,1,401713, 
0,1,401712, 
0,1,401711, 
0,1,401710, 
0,1,401709, 
0,1,401708, 
0,1,401707, 
0,1,401706, 
0,1,401705, 
0,1,401704, 
0,1,401703, 
0,1,401702, 
0,1,401701, 
0,1,401700, 
0,1,401699, 
0,1,401698, 
0,1,401697, 
0,1,401696, 
0,1,401695, 
0,1,401694, 
0,1,401693, 
0,1,401692, 
0,1,401691, 
0,1,401690, 
0,1,401689, 
0,1,401688, 
0,1,401687, 
0,1,401686, 
0,1,401685, 
0,1,401684, 
0,1,401683, 
0,1,401682, 
0,1,401681, 
0,1,401680, 
0,1,401679, 
0,1,401678, 
0,1,401675, 
0,1,401676, 
0,1,401677, 
0,1,401674, 
0,1,401673, 
0,1,401672, 
0,1,401671, 
0,1,401670, 
0,1,401669, 
0,1,401668, 
0,1,401667, 
0,1,401666, 
0,1,401665, 
0,1,401664, 
0,1,401663, 
0,1,401662, 
0,1,401661, 
0,1,401660, 
0,1,401659, 
0,1,401658, 
0,1,401657, 
0,1,401656, 
0,1,401655, 
0,1,401654, 
0,1,401653, 
0,1,401652, 
0,1,401651, 
0,1,401650, 
0,1,401649, 
0,1,401648, 
0,1,401647, 
0,1,401646, 
0,1,401645, 
0,1,401644, 
0,1,401643, 
0,1,401642, 
0,1,401641, 
0,1,401640, 
0,1,401639, 
0,1,401638, 
0,1,401637, 
0,1,401636, 
0,1,401635, 
0,1,401634, 
0,1,401633, 
0,1,401632, 
0,1,401630, 
0,1,401631, 
0,1,401629, 
0,1,401628, 
0,1,401627, 
0,1,401626, 
0,1,401625, 
0,1,401624, 
0,1,401623, 
0,1,401622, 
0,1,401621, 
0,1,401620, 
0,1,401619, 
0,1,401618, 
0,1,401617, 
0,1,401616, 
0,1,401615, 
0,1,401614, 
0,1,401613, 
0,1,401612, 
0,1,401611, 
0,1,401610, 
0,1,401609, 
0,1,401608, 
0,1,401607, 
0,1,401606, 
0,1,401605, 
0,1,401604, 
0,1,401603, 
0,1,401602, 
0,1,401601, 
0,1,401600, 
0,1,401599, 
0,1,401598, 
0,1,401597, 
0,1,401596, 
0,1,401595, 
0,1,401594, 
0,1,401593, 
0,1,401592, 
0,1,401591, 
0,1,401590, 
0,1,401589, 
0,1,401588, 
0,1,401587, 
0,1,401586, 
0,1,401585, 
0,1,401584, 
0,1,401583, 
0,1,401582, 
0,1,401581, 
0,1,401580, 
0,1,401579, 
0,1,401578, 
0,1,401577, 
0,1,401576, 
0,1,401575, 
0,1,401574, 
0,1,401573, 
0,1,401572, 
0,1,401571, 
0,1,401570, 
0,1,401569, 
0,1,401568, 
0,1,401567, 
0,1,401566, 
0,1,401565, 
0,1,401564, 
0,1,401563, 
0,1,401562, 
0,1,401561, 
0,1,401560, 
0,1,401559, 
0,1,401558, 
0,1,401557, 
0,1,401556, 
0,1,401555, 
0,1,401554, 
0,1,401553, 
0,1,401552, 
0,1,401551, 
0,1,401550, 
0,1,401549, 
0,1,401548, 
0,1,401547, 
0,1,401546, 
0,1,401545, 
0,1,401544, 
0,1,401543, 
0,1,401542, 
0,1,401541, 
0,1,401540, 
0,1,401539, 
0,1,401538, 
0,1,401537, 
0,1,401536, 
0,1,401535, 
0,1,401534, 
0,1,401533, 
0,1,401532, 
0,1,401531, 
0,1,401530, 
0,1,401529, 
0,1,401528, 
0,1,401527, 
0,1,401526, 
0,1,401525, 
0,1,401524, 
0,1,401523, 
0,1,401522, 
0,1,401521, 
0,1,401520, 
0,1,401519, 
0,1,401518, 
0,1,401517, 
0,1,401516, 
0,1,401515, 
0,1,401514, 
0,1,401513, 
0,1,401512, 
0,1,401509, 
0,1,401510, 
0,1,401511, 
0,1,401508, 
0,1,401507, 
0,1,401506, 
0,1,401505, 
0,1,401504, 
0,1,401503, 
0,1,401502, 
0,1,401501, 
0,1,401500, 
0,1,401499, 
0,1,401498, 
0,1,401497, 
0,1,401496, 
0,1,401495, 
0,1,401494, 
0,1,401493, 
0,1,401492, 
0,1,401491, 
0,1,401490, 
0,1,401489, 
0,1,401488, 
0,1,401487, 
0,1,401486, 
0,1,401485, 
0,1,401484, 
0,1,401483, 
0,1,401482, 
0,1,401481, 
0,1,401480, 
0,1,401479, 
0,1,401478, 
0,1,401477, 
0,1,401476, 
0,1,401475, 
0,1,401474, 
0,1,401473, 
0,1,401472, 
0,1,401471, 
0,1,401470, 
0,1,401469, 
0,1,401468, 
0,1,401467, 
0,1,401466, 
0,1,401465, 
0,1,401464, 
0,1,401463, 
0,1,401462, 
0,1,401461, 
0,1,401460, 
0,1,401459, 
0,1,401458, 
0,1,401457, 
0,1,401456, 
0,1,401455, 
0,1,401454, 
0,1,401453, 
0,1,401452, 
0,1,401451, 
0,1,401450, 
0,1,401449, 
0,1,401448, 
0,1,401447, 
0,1,401446, 
0,1,401445, 
0,1,401444, 
0,1,401443, 
0,1,401442, 
0,1,401441, 
0,1,401440, 
0,1,401439, 
0,1,401438, 
0,1,401437, 
0,1,401436, 
0,1,401435, 
0,1,401434, 
0,1,401433, 
0,1,401432, 
0,1,401431, 
0,1,401430, 
0,1,401429, 
0,1,401428, 
0,1,401427, 
0,1,401426, 
0,1,401425, 
0,1,401424, 
0,1,401423, 
0,1,401422, 
0,1,401421, 
0,1,401420, 
0,1,401419, 
0,1,401417, 
0,1,401418, 
0,1,401416, 
0,1,401415, 
0,1,401414, 
0,1,401413, 
0,1,401412, 
0,1,401411, 
0,1,401410, 
0,1,401409, 
0,1,401408, 
0,1,401407, 
0,1,401406, 
0,1,401405, 
0,1,401404, 
0,1,401402, 
0,1,401403, 
0,1,401401, 
0,1,401400, 
0,1,401399, 
0,1,401398, 
0,1,401397, 
0,1,401396, 
0,1,401395, 
0,1,401394, 
0,1,401393, 
0,1,401392, 
0,1,401391, 
0,1,401390, 
0,1,401389, 
0,1,401388, 
0,1,401387, 
0,1,401386, 
0,1,401385, 
0,1,401384, 
0,1,401383, 
0,1,401382, 
0,1,401381, 
0,1,401380, 
0,1,401379, 
0,1,401378, 
0,1,401377, 
0,1,401376, 
0,1,401375, 
0,1,401374, 
0,1,401373, 
0,1,401372, 
0,1,401371, 
0,1,401370, 
0,1,401369, 
0,1,401368, 
0,1,401367, 
0,1,401366, 
0,1,401365, 
0,1,401364, 
0,1,401363, 
0,1,401362, 
0,1,401361, 
0,1,401360, 
0,1,401359, 
0,1,401358, 
0,1,401357, 
0,1,401356, 
0,1,401355, 
0,1,401354, 
0,1,401353, 
0,1,401352, 
0,1,401351, 
0,1,401350, 
0,1,401349, 
0,1,401348, 
0,1,401347, 
0,1,401346, 
0,1,401345, 
0,1,401344, 
0,1,401343, 
0,1,401342, 
0,1,401341, 
0,1,401340, 
0,1,401339, 
0,1,401338, 
0,1,401337, 
0,1,401336, 
0,1,401335, 
0,1,401334, 
0,1,401333, 
0,1,401332, 
0,1,401331, 
0,1,401330, 
0,1,401329, 
0,1,401328, 
0,1,401327, 
0,1,401326, 
0,1,401325, 
0,1,401324, 
0,1,401323, 
0,1,401322, 
0,1,401321, 
0,1,401320, 
0,1,401319, 
0,1,401318, 
0,1,401317, 
0,1,401316, 
0,1,401315, 
0,1,401314, 
0,1,401313, 
0,1,401312, 
0,1,401311, 
0,1,401310, 
0,1,401309, 
0,1,401308, 
0,1,401307, 
0,1,401306, 
0,1,401305, 
0,1,401304, 
0,1,401303, 
0,1,401302, 
0,1,401301, 
0,1,401300, 
0,1,401299, 
0,1,401298, 
0,1,401297, 
0,1,401296, 
0,1,401295, 
0,1,401294, 
0,1,401293, 
0,1,401291, 
0,1,401292, 
0,1,401290, 
0,1,401289, 
0,1,401288, 
0,1,401287, 
0,1,401286, 
0,1,401285, 
0,1,401284, 
0,1,401283, 
0,1,401282, 
0,1,401281, 
0,1,401280, 
0,1,401279, 
0,1,401278, 
0,1,401277, 
0,1,401276, 
0,1,401275, 
0,1,401274, 
0,1,401273, 
0,1,401272, 
0,1,401270, 
0,1,401271, 
0,1,401269, 
0,1,401268, 
0,1,401267, 
0,1,401266, 
0,1,401265, 
0,1,401264, 
0,1,401263, 
0,1,401262, 
0,1,401261, 
0,1,401260, 
0,1,401259, 
0,1,401258, 
0,1,401257, 
0,1,401256, 
0,1,401255, 
0,1,401254, 
0,1,401253, 
0,1,401252, 
0,1,401251, 
0,1,401250, 
0,1,401249, 
0,1,401248, 
0,1,401247, 
0,1,401246, 
0,1,401245, 
0,1,401244, 
0,1,401243, 
0,1,401242, 
0,1,401241, 
0,1,401240, 
0,1,401239, 
0,1,401238, 
0,1,401237, 
0,1,401236, 
0,1,401235, 
0,1,401234, 
0,1,401233, 
0,1,401232, 
0,1,401231, 
0,1,401230, 
0,1,401229, 
0,1,401228, 
0,1,401227, 
0,1,401226, 
0,1,401225, 
0,1,401224, 
0,1,401223, 
0,1,401222, 
0,1,401221, 
0,1,401220, 
0,1,401219, 
0,1,401218, 
0,1,401217, 
0,1,401216, 
0,1,401215, 
0,1,401214, 
0,1,401213, 
0,1,401212, 
0,1,401211, 
0,1,401210, 
0,1,401209, 
0,1,401208, 
0,1,401207, 
0,1,401206, 
0,1,401205, 
0,1,401204, 
0,1,401203, 
0,1,401202, 
0,1,401201, 
0,1,401200, 
0,1,401199, 
0,1,401197, 
0,1,401198, 
0,1,401196, 
0,1,401195, 
0,1,401194, 
0,1,401193, 
0,1,401192, 
0,1,401191, 
0,1,401190, 
0,1,401189, 
0,1,401188, 
0,1,401187, 
0,1,401186, 
0,1,401185, 
0,1,401184, 
0,1,401183, 
0,1,401182, 
0,1,401181, 
0,1,401180, 
0,1,401179, 
0,1,401178, 
0,1,401177, 
0,1,401176, 
0,1,401175, 
0,1,401174, 
0,1,401173, 
0,1,401172, 
0,1,401171, 
0,1,401170, 
0,1,401169, 
0,1,401167, 
0,1,401168, 
0,1,401166, 
0,1,401165, 
0,1,401164, 
0,1,401162, 
0,1,401161, 
0,1,401163, 
0,1,401160, 
0,1,401159, 
0,1,401158, 
0,1,401157, 
0,1,401156, 
0,1,401155, 
0,1,401154, 
0,1,401153, 
0,1,401152, 
0,1,401151, 
0,1,401150, 
0,1,401149, 
0,1,401148, 
0,1,401147, 
0,1,401146, 
0,1,401145, 
0,1,401144, 
0,1,401143, 
0,1,401142, 
0,1,401141, 
0,1,401140, 
0,1,401139, 
0,1,401138, 
0,1,401137, 
0,1,401136, 
0,1,401135, 
0,1,401134, 
0,1,401133, 
0,1,401132, 
0,1,401131, 
0,1,401130, 
0,1,401129, 
0,1,401128, 
0,1,401127, 
0,1,401126, 
0,1,401125, 
0,1,401124, 
0,1,401123, 
0,1,401122, 
0,1,401121, 
0,1,401120, 
0,1,401119, 
0,1,401118, 
0,1,401117, 
0,1,401116, 
0,1,401115, 
0,1,401114, 
0,1,401113, 
0,1,401112, 
0,1,401111, 
0,1,401110, 
0,1,401109, 
0,1,401108, 
0,1,401107, 
0,1,401106, 
0,1,401105, 
0,1,401104, 
0,1,401103, 
0,1,401102, 
0,1,401101, 
0,1,401100, 
0,1,401099, 
0,1,401098, 
0,1,401097, 
0,1,401096, 
0,1,401095, 
0,1,401094, 
0,1,401093, 
0,1,401092, 
0,1,401091, 
0,1,401090, 
0,1,401089, 
0,1,401088, 
0,1,401087, 
0,1,401086, 
0,1,401085, 
0,1,401084, 
0,1,401083, 
0,1,401082, 
0,1,401081, 
0,1,401080, 
0,1,401079, 
0,1,401078, 
0,1,401077, 
0,1,401076, 
0,1,401075, 
0,1,401074, 
0,1,401073, 
0,1,401072, 
0,1,401071, 
0,1,401070, 
0,1,401069, 
0,1,401068, 
0,1,401067, 
0,1,401066, 
0,1,401065, 
0,1,401063, 
0,1,401064, 
0,1,401062, 
0,1,401061, 
0,1,401060, 
0,1,401059, 
0,1,401058, 
0,1,401057, 
0,1,401056, 
0,1,401055, 
0,1,401054, 
0,1,401053, 
0,1,401052, 
0,1,401051, 
0,1,401050, 
0,1,401049, 
0,1,401048, 
0,1,401047, 
0,1,401046, 
0,1,401045, 
0,1,401044, 
0,1,401043, 
0,1,401042, 
0,1,401041, 
0,1,401040, 
0,1,401039, 
0,1,401038, 
0,1,401037, 
0,1,401036, 
0,1,401035, 
0,1,401034, 
0,1,401033, 
0,1,401032, 
0,1,401031, 
0,1,401030, 
0,1,401029, 
0,1,401028, 
0,1,401027, 
0,1,401026, 
0,1,401025, 
0,1,401023, 
0,1,401024, 
0,1,401022, 
0,1,401021, 
0,1,401020, 
0,1,401019, 
0,1,401018, 
0,1,401017, 
0,1,401016, 
0,1,401014, 
0,1,401015, 
0,1,401013, 
0,1,401012, 
0,1,401011, 
0,1,401009, 
0,1,401010, 
0,1,401008, 
0,1,401007, 
0,1,401006, 
0,1,401005, 
0,1,401004, 
0,1,401003, 
0,1,401002, 
0,1,401001, 
0,1,401000, 
0,1,400998, 
0,1,400999, 
0,1,400997, 
0,1,400996, 
0,1,400995, 
0,1,400994, 
0,1,400993, 
0,1,400992, 
0,1,400991, 
0,1,400990, 
0,1,400989, 
0,1,400988, 
0,1,400987, 
0,1,400986, 
0,1,400983, 
0,1,400985, 
0,1,400984, 
0,1,400982, 
0,1,400981, 
0,1,400980, 
0,1,400978, 
0,1,400979, 
0,1,400977, 
0,1,400976, 
0,1,400975, 
0,1,400974, 
0,1,400973, 
0,1,400972, 
0,1,400971, 
0,1,400970, 
0,1,400969, 
0,1,400968, 
0,1,400967, 
0,1,400966, 
0,1,400965, 
0,1,400964, 
0,1,400963, 
0,1,400962, 
0,1,400961, 
0,1,400960, 
0,1,400959, 
0,1,400958, 
0,1,400957, 
0,1,400956, 
0,1,400955, 
0,1,400954, 
0,1,400953, 
0,1,400952, 
0,1,400950, 
0,1,400951, 
0,1,400949, 
0,1,400948, 
0,1,400947, 
0,1,400946, 
0,1,400945, 
0,1,400944, 
0,1,400943, 
0,1,400942, 
0,1,400941, 
0,1,400940, 
0,1,400939, 
0,1,400938, 
0,1,400937, 
0,1,400936, 
0,1,400935, 
0,1,400934, 
0,1,400933, 
0,1,400932, 
0,1,400931, 
0,1,400930, 
0,1,400929, 
0,1,400928, 
0,1,400927, 
0,1,400926, 
0,1,400925, 
0,1,400924, 
0,1,400923, 
0,1,400922, 
0,1,400920, 
0,1,400921, 
0,1,400919, 
0,1,400918, 
0,1,400917, 
0,1,400916, 
0,1,400915, 
0,1,400914, 
0,1,400913, 
0,1,400912, 
0,1,400911, 
0,1,400910, 
0,1,400909, 
0,1,400908, 
